rank,run_name,hidden_dim,activation,lr,lr_decay,weight_decay,epochs,best_val_acc,checkpoint_path
1,hd512_relu_lr0p2_decay0p95_wd0p001,512,relu,0.2,0.95,0.001,50,0.9128333333333334,model/weights/hd512_relu_lr0p2_decay0p95_wd0p001_best.npz
2,hd768_relu_lr0p2_decay0p95_wd0p001,768,relu,0.2,0.95,0.001,50,0.9121666666666667,model/weights/hd768_relu_lr0p2_decay0p95_wd0p001_best.npz
3,hd512_relu_lr0p2_decay0p98_wd0p0,512,relu,0.2,0.98,0.0,50,0.9115,model/weights/hd512_relu_lr0p2_decay0p98_wd0p0_best.npz
4,hd768_relu_lr0p1_decay0p95_wd0p001,768,relu,0.1,0.95,0.001,50,0.9105,model/weights/hd768_relu_lr0p1_decay0p95_wd0p001_best.npz
5,hd256_relu_lr0p2_decay0p95_wd0p001,256,relu,0.2,0.95,0.001,50,0.9103333333333333,model/weights/hd256_relu_lr0p2_decay0p95_wd0p001_best.npz
6,hd512_relu_lr0p1_decay0p98_wd0p001,512,relu,0.1,0.98,0.001,50,0.9103333333333333,model/weights/hd512_relu_lr0p1_decay0p98_wd0p001_best.npz
7,hd768_relu_lr0p2_decay0p98_wd0p001,768,relu,0.2,0.98,0.001,50,0.9103333333333333,model/weights/hd768_relu_lr0p2_decay0p98_wd0p001_best.npz
8,hd768_relu_lr0p2_decay1p0_wd1e-05,768,relu,0.2,1.0,1e-05,50,0.91,model/weights/hd768_relu_lr0p2_decay1p0_wd1e-05_best.npz
9,hd512_relu_lr0p2_decay0p98_wd0p001,512,relu,0.2,0.98,0.001,50,0.9096666666666666,model/weights/hd512_relu_lr0p2_decay0p98_wd0p001_best.npz
10,hd256_tanh_lr0p2_decay0p95_wd0p001,256,tanh,0.2,0.95,0.001,50,0.9093333333333333,model/weights/hd256_tanh_lr0p2_decay0p95_wd0p001_best.npz
11,hd512_relu_lr0p2_decay1p0_wd0p0001,512,relu,0.2,1.0,0.0001,50,0.9093333333333333,model/weights/hd512_relu_lr0p2_decay1p0_wd0p0001_best.npz
12,hd512_relu_lr0p2_decay1p0_wd1e-05,512,relu,0.2,1.0,1e-05,50,0.9093333333333333,model/weights/hd512_relu_lr0p2_decay1p0_wd1e-05_best.npz
13,hd512_relu_lr0p2_decay0p98_wd1e-05,512,relu,0.2,0.98,1e-05,50,0.9091666666666667,model/weights/hd512_relu_lr0p2_decay0p98_wd1e-05_best.npz
14,hd768_relu_lr0p1_decay0p98_wd0p001,768,relu,0.1,0.98,0.001,50,0.9091666666666667,model/weights/hd768_relu_lr0p1_decay0p98_wd0p001_best.npz
15,hd768_relu_lr0p2_decay0p9_wd0p001,768,relu,0.2,0.9,0.001,50,0.9091666666666667,model/weights/hd768_relu_lr0p2_decay0p9_wd0p001_best.npz
16,hd512_relu_lr0p1_decay0p95_wd0p001,512,relu,0.1,0.95,0.001,50,0.909,model/weights/hd512_relu_lr0p1_decay0p95_wd0p001_best.npz
17,hd768_relu_lr0p2_decay1p0_wd0p0001,768,relu,0.2,1.0,0.0001,50,0.909,model/weights/hd768_relu_lr0p2_decay1p0_wd0p0001_best.npz
18,hd128_relu_lr0p2_decay0p95_wd0p001,128,relu,0.2,0.95,0.001,50,0.9088333333333334,model/weights/hd128_relu_lr0p2_decay0p95_wd0p001_best.npz
19,hd512_relu_lr0p2_decay0p95_wd1e-05,512,relu,0.2,0.95,1e-05,50,0.9086666666666666,model/weights/hd512_relu_lr0p2_decay0p95_wd1e-05_best.npz
20,hd512_relu_lr0p2_decay0p98_wd0p0001,512,relu,0.2,0.98,0.0001,50,0.9086666666666666,model/weights/hd512_relu_lr0p2_decay0p98_wd0p0001_best.npz
21,hd768_relu_lr0p2_decay0p98_wd0p0001,768,relu,0.2,0.98,0.0001,50,0.9086666666666666,model/weights/hd768_relu_lr0p2_decay0p98_wd0p0001_best.npz
22,hd256_relu_lr0p1_decay0p98_wd0p001,256,relu,0.1,0.98,0.001,50,0.9085,model/weights/hd256_relu_lr0p1_decay0p98_wd0p001_best.npz
23,hd512_relu_lr0p2_decay0p95_wd0p0001,512,relu,0.2,0.95,0.0001,50,0.9085,model/weights/hd512_relu_lr0p2_decay0p95_wd0p0001_best.npz
24,hd512_relu_lr0p2_decay0p9_wd0p001,512,relu,0.2,0.9,0.001,50,0.9085,model/weights/hd512_relu_lr0p2_decay0p9_wd0p001_best.npz
25,hd512_relu_lr0p2_decay1p0_wd0p0,512,relu,0.2,1.0,0.0,50,0.908,model/weights/hd512_relu_lr0p2_decay1p0_wd0p0_best.npz
26,hd256_relu_lr0p2_decay0p9_wd0p001,256,relu,0.2,0.9,0.001,50,0.9078333333333334,model/weights/hd256_relu_lr0p2_decay0p9_wd0p001_best.npz
27,hd512_relu_lr0p2_decay0p95_wd0p0,512,relu,0.2,0.95,0.0,50,0.9078333333333334,model/weights/hd512_relu_lr0p2_decay0p95_wd0p0_best.npz
28,hd512_relu_lr0p2_decay0p9_wd0p0001,512,relu,0.2,0.9,0.0001,50,0.9076666666666666,model/weights/hd512_relu_lr0p2_decay0p9_wd0p0001_best.npz
29,hd768_relu_lr0p2_decay0p95_wd0p0001,768,relu,0.2,0.95,0.0001,50,0.9076666666666666,model/weights/hd768_relu_lr0p2_decay0p95_wd0p0001_best.npz
30,hd768_relu_lr0p2_decay0p98_wd1e-05,768,relu,0.2,0.98,1e-05,50,0.9076666666666666,model/weights/hd768_relu_lr0p2_decay0p98_wd1e-05_best.npz
31,hd512_tanh_lr0p2_decay0p95_wd0p001,512,tanh,0.2,0.95,0.001,50,0.9075,model/weights/hd512_tanh_lr0p2_decay0p95_wd0p001_best.npz
32,hd768_relu_lr0p1_decay1p0_wd0p0,768,relu,0.1,1.0,0.0,50,0.9075,model/weights/hd768_relu_lr0p1_decay1p0_wd0p0_best.npz
33,hd768_relu_lr0p2_decay0p98_wd0p0,768,relu,0.2,0.98,0.0,50,0.9075,model/weights/hd768_relu_lr0p2_decay0p98_wd0p0_best.npz
34,hd512_relu_lr0p2_decay0p9_wd1e-05,512,relu,0.2,0.9,1e-05,50,0.9073333333333333,model/weights/hd512_relu_lr0p2_decay0p9_wd1e-05_best.npz
35,hd512_relu_lr0p05_decay0p98_wd0p001,512,relu,0.05,0.98,0.001,50,0.9071666666666667,model/weights/hd512_relu_lr0p05_decay0p98_wd0p001_best.npz
36,hd768_relu_lr0p05_decay1p0_wd0p001,768,relu,0.05,1.0,0.001,50,0.9071666666666667,model/weights/hd768_relu_lr0p05_decay1p0_wd0p001_best.npz
37,hd768_relu_lr0p1_decay0p98_wd0p0,768,relu,0.1,0.98,0.0,50,0.9071666666666667,model/weights/hd768_relu_lr0p1_decay0p98_wd0p0_best.npz
38,hd768_relu_lr0p1_decay0p98_wd1e-05,768,relu,0.1,0.98,1e-05,50,0.9071666666666667,model/weights/hd768_relu_lr0p1_decay0p98_wd1e-05_best.npz
39,hd256_relu_lr0p2_decay0p98_wd0p001,256,relu,0.2,0.98,0.001,50,0.907,model/weights/hd256_relu_lr0p2_decay0p98_wd0p001_best.npz
40,hd512_sigmoid_lr0p2_decay0p98_wd1e-05,512,sigmoid,0.2,0.98,1e-05,50,0.907,model/weights/hd512_sigmoid_lr0p2_decay0p98_wd1e-05_best.npz
41,hd768_relu_lr0p1_decay0p95_wd0p0001,768,relu,0.1,0.95,0.0001,50,0.907,model/weights/hd768_relu_lr0p1_decay0p95_wd0p0001_best.npz
42,hd768_relu_lr0p2_decay1p0_wd0p0,768,relu,0.2,1.0,0.0,50,0.907,model/weights/hd768_relu_lr0p2_decay1p0_wd0p0_best.npz
43,hd512_relu_lr0p1_decay0p95_wd0p0001,512,relu,0.1,0.95,0.0001,50,0.9068333333333334,model/weights/hd512_relu_lr0p1_decay0p95_wd0p0001_best.npz
44,hd512_relu_lr0p1_decay0p98_wd0p0001,512,relu,0.1,0.98,0.0001,50,0.9068333333333334,model/weights/hd512_relu_lr0p1_decay0p98_wd0p0001_best.npz
45,hd512_relu_lr0p1_decay1p0_wd0p001,512,relu,0.1,1.0,0.001,50,0.9068333333333334,model/weights/hd512_relu_lr0p1_decay1p0_wd0p001_best.npz
46,hd256_relu_lr0p1_decay0p95_wd0p001,256,relu,0.1,0.95,0.001,50,0.9066666666666666,model/weights/hd256_relu_lr0p1_decay0p95_wd0p001_best.npz
47,hd256_sigmoid_lr0p2_decay0p98_wd0p0,256,sigmoid,0.2,0.98,0.0,50,0.9066666666666666,model/weights/hd256_sigmoid_lr0p2_decay0p98_wd0p0_best.npz
48,hd256_sigmoid_lr0p2_decay0p98_wd1e-05,256,sigmoid,0.2,0.98,1e-05,50,0.9066666666666666,model/weights/hd256_sigmoid_lr0p2_decay0p98_wd1e-05_best.npz
49,hd256_tanh_lr0p1_decay0p98_wd0p001,256,tanh,0.1,0.98,0.001,50,0.9066666666666666,model/weights/hd256_tanh_lr0p1_decay0p98_wd0p001_best.npz
50,hd512_relu_lr0p2_decay0p9_wd0p0,512,relu,0.2,0.9,0.0,50,0.9066666666666666,model/weights/hd512_relu_lr0p2_decay0p9_wd0p0_best.npz
51,hd512_sigmoid_lr0p2_decay0p98_wd0p0,512,sigmoid,0.2,0.98,0.0,50,0.9066666666666666,model/weights/hd512_sigmoid_lr0p2_decay0p98_wd0p0_best.npz
52,hd768_relu_lr0p1_decay1p0_wd1e-05,768,relu,0.1,1.0,1e-05,50,0.9066666666666666,model/weights/hd768_relu_lr0p1_decay1p0_wd1e-05_best.npz
53,hd512_relu_lr0p05_decay1p0_wd0p0001,512,relu,0.05,1.0,0.0001,50,0.9065,model/weights/hd512_relu_lr0p05_decay1p0_wd0p0001_best.npz
54,hd768_relu_lr0p2_decay0p95_wd1e-05,768,relu,0.2,0.95,1e-05,50,0.9065,model/weights/hd768_relu_lr0p2_decay0p95_wd1e-05_best.npz
55,hd512_tanh_lr0p2_decay0p98_wd0p001,512,tanh,0.2,0.98,0.001,50,0.9063333333333333,model/weights/hd512_tanh_lr0p2_decay0p98_wd0p001_best.npz
56,hd256_sigmoid_lr0p2_decay1p0_wd0p0001,256,sigmoid,0.2,1.0,0.0001,50,0.9061666666666667,model/weights/hd256_sigmoid_lr0p2_decay1p0_wd0p0001_best.npz
57,hd256_tanh_lr0p2_decay0p9_wd0p001,256,tanh,0.2,0.9,0.001,50,0.9061666666666667,model/weights/hd256_tanh_lr0p2_decay0p9_wd0p001_best.npz
58,hd512_relu_lr0p1_decay0p95_wd0p0,512,relu,0.1,0.95,0.0,50,0.9061666666666667,model/weights/hd512_relu_lr0p1_decay0p95_wd0p0_best.npz
59,hd512_relu_lr0p1_decay0p95_wd1e-05,512,relu,0.1,0.95,1e-05,50,0.9061666666666667,model/weights/hd512_relu_lr0p1_decay0p95_wd1e-05_best.npz
60,hd512_relu_lr0p1_decay0p9_wd0p001,512,relu,0.1,0.9,0.001,50,0.9061666666666667,model/weights/hd512_relu_lr0p1_decay0p9_wd0p001_best.npz
61,hd512_relu_lr0p1_decay1p0_wd0p0001,512,relu,0.1,1.0,0.0001,50,0.9061666666666667,model/weights/hd512_relu_lr0p1_decay1p0_wd0p0001_best.npz
62,hd768_relu_lr0p05_decay0p98_wd0p001,768,relu,0.05,0.98,0.001,50,0.9061666666666667,model/weights/hd768_relu_lr0p05_decay0p98_wd0p001_best.npz
63,hd768_relu_lr0p1_decay1p0_wd0p0001,768,relu,0.1,1.0,0.0001,50,0.9061666666666667,model/weights/hd768_relu_lr0p1_decay1p0_wd0p0001_best.npz
64,hd768_relu_lr0p1_decay0p95_wd0p0,768,relu,0.1,0.95,0.0,50,0.906,model/weights/hd768_relu_lr0p1_decay0p95_wd0p0_best.npz
65,hd768_relu_lr0p1_decay0p95_wd1e-05,768,relu,0.1,0.95,1e-05,50,0.906,model/weights/hd768_relu_lr0p1_decay0p95_wd1e-05_best.npz
66,hd768_relu_lr0p1_decay0p98_wd0p0001,768,relu,0.1,0.98,0.0001,50,0.906,model/weights/hd768_relu_lr0p1_decay0p98_wd0p0001_best.npz
67,hd768_relu_lr0p1_decay1p0_wd0p001,768,relu,0.1,1.0,0.001,50,0.906,model/weights/hd768_relu_lr0p1_decay1p0_wd0p001_best.npz
68,hd768_relu_lr0p2_decay0p9_wd0p0001,768,relu,0.2,0.9,0.0001,50,0.906,model/weights/hd768_relu_lr0p2_decay0p9_wd0p0001_best.npz
69,hd512_relu_lr0p05_decay0p98_wd0p0001,512,relu,0.05,0.98,0.0001,50,0.9058333333333334,model/weights/hd512_relu_lr0p05_decay0p98_wd0p0001_best.npz
70,hd512_relu_lr0p1_decay0p98_wd1e-05,512,relu,0.1,0.98,1e-05,50,0.9058333333333334,model/weights/hd512_relu_lr0p1_decay0p98_wd1e-05_best.npz
71,hd512_sigmoid_lr0p2_decay0p98_wd0p0001,512,sigmoid,0.2,0.98,0.0001,50,0.9058333333333334,model/weights/hd512_sigmoid_lr0p2_decay0p98_wd0p0001_best.npz
72,hd256_relu_lr0p1_decay1p0_wd0p001,256,relu,0.1,1.0,0.001,50,0.9056666666666666,model/weights/hd256_relu_lr0p1_decay1p0_wd0p001_best.npz
73,hd256_sigmoid_lr0p2_decay0p98_wd0p0001,256,sigmoid,0.2,0.98,0.0001,50,0.9056666666666666,model/weights/hd256_sigmoid_lr0p2_decay0p98_wd0p0001_best.npz
74,hd256_tanh_lr0p2_decay0p98_wd0p001,256,tanh,0.2,0.98,0.001,50,0.9056666666666666,model/weights/hd256_tanh_lr0p2_decay0p98_wd0p001_best.npz
75,hd512_relu_lr0p05_decay0p98_wd1e-05,512,relu,0.05,0.98,1e-05,50,0.9056666666666666,model/weights/hd512_relu_lr0p05_decay0p98_wd1e-05_best.npz
76,hd512_relu_lr0p05_decay1p0_wd0p001,512,relu,0.05,1.0,0.001,50,0.9056666666666666,model/weights/hd512_relu_lr0p05_decay1p0_wd0p001_best.npz
77,hd512_relu_lr0p1_decay0p9_wd0p0001,512,relu,0.1,0.9,0.0001,50,0.9056666666666666,model/weights/hd512_relu_lr0p1_decay0p9_wd0p0001_best.npz
78,hd768_relu_lr0p1_decay0p9_wd0p001,768,relu,0.1,0.9,0.001,50,0.9056666666666666,model/weights/hd768_relu_lr0p1_decay0p9_wd0p001_best.npz
79,hd768_relu_lr0p2_decay0p95_wd0p0,768,relu,0.2,0.95,0.0,50,0.9056666666666666,model/weights/hd768_relu_lr0p2_decay0p95_wd0p0_best.npz
80,hd256_sigmoid_lr0p2_decay1p0_wd1e-05,256,sigmoid,0.2,1.0,1e-05,50,0.9055,model/weights/hd256_sigmoid_lr0p2_decay1p0_wd1e-05_best.npz
81,hd256_tanh_lr0p2_decay0p95_wd0p0,256,tanh,0.2,0.95,0.0,50,0.9055,model/weights/hd256_tanh_lr0p2_decay0p95_wd0p0_best.npz
82,hd512_relu_lr0p1_decay0p98_wd0p0,512,relu,0.1,0.98,0.0,50,0.9055,model/weights/hd512_relu_lr0p1_decay0p98_wd0p0_best.npz
83,hd512_relu_lr0p1_decay1p0_wd1e-05,512,relu,0.1,1.0,1e-05,50,0.9055,model/weights/hd512_relu_lr0p1_decay1p0_wd1e-05_best.npz
84,hd512_relu_lr0p2_decay1p0_wd0p001,512,relu,0.2,1.0,0.001,50,0.9055,model/weights/hd512_relu_lr0p2_decay1p0_wd0p001_best.npz
85,hd512_tanh_lr0p1_decay0p98_wd0p001,512,tanh,0.1,0.98,0.001,50,0.9055,model/weights/hd512_tanh_lr0p1_decay0p98_wd0p001_best.npz
86,hd128_relu_lr0p2_decay0p9_wd0p001,128,relu,0.2,0.9,0.001,50,0.9051666666666667,model/weights/hd128_relu_lr0p2_decay0p9_wd0p001_best.npz
87,hd256_relu_lr0p1_decay0p95_wd0p0001,256,relu,0.1,0.95,0.0001,50,0.9051666666666667,model/weights/hd256_relu_lr0p1_decay0p95_wd0p0001_best.npz
88,hd256_tanh_lr0p05_decay1p0_wd0p001,256,tanh,0.05,1.0,0.001,50,0.9051666666666667,model/weights/hd256_tanh_lr0p05_decay1p0_wd0p001_best.npz
89,hd256_tanh_lr0p2_decay0p95_wd0p0001,256,tanh,0.2,0.95,0.0001,50,0.9051666666666667,model/weights/hd256_tanh_lr0p2_decay0p95_wd0p0001_best.npz
90,hd256_tanh_lr0p2_decay0p95_wd1e-05,256,tanh,0.2,0.95,1e-05,50,0.9051666666666667,model/weights/hd256_tanh_lr0p2_decay0p95_wd1e-05_best.npz
91,hd256_tanh_lr0p2_decay0p9_wd0p0001,256,tanh,0.2,0.9,0.0001,50,0.9051666666666667,model/weights/hd256_tanh_lr0p2_decay0p9_wd0p0001_best.npz
92,hd512_relu_lr0p05_decay0p95_wd0p001,512,relu,0.05,0.95,0.001,50,0.9051666666666667,model/weights/hd512_relu_lr0p05_decay0p95_wd0p001_best.npz
93,hd768_relu_lr0p05_decay0p98_wd0p0001,768,relu,0.05,0.98,0.0001,50,0.9051666666666667,model/weights/hd768_relu_lr0p05_decay0p98_wd0p0001_best.npz
94,hd768_relu_lr0p2_decay0p9_wd1e-05,768,relu,0.2,0.9,1e-05,50,0.9051666666666667,model/weights/hd768_relu_lr0p2_decay0p9_wd1e-05_best.npz
95,hd768_tanh_lr0p2_decay0p95_wd0p0001,768,tanh,0.2,0.95,0.0001,50,0.9051666666666667,model/weights/hd768_tanh_lr0p2_decay0p95_wd0p0001_best.npz
96,hd256_relu_lr0p05_decay1p0_wd0p001,256,relu,0.05,1.0,0.001,50,0.905,model/weights/hd256_relu_lr0p05_decay1p0_wd0p001_best.npz
97,hd256_sigmoid_lr0p2_decay1p0_wd0p0,256,sigmoid,0.2,1.0,0.0,50,0.905,model/weights/hd256_sigmoid_lr0p2_decay1p0_wd0p0_best.npz
98,hd256_tanh_lr0p1_decay0p95_wd0p001,256,tanh,0.1,0.95,0.001,50,0.905,model/weights/hd256_tanh_lr0p1_decay0p95_wd0p001_best.npz
99,hd512_relu_lr0p05_decay0p98_wd0p0,512,relu,0.05,0.98,0.0,50,0.905,model/weights/hd512_relu_lr0p05_decay0p98_wd0p0_best.npz
100,hd512_relu_lr0p1_decay1p0_wd0p0,512,relu,0.1,1.0,0.0,50,0.905,model/weights/hd512_relu_lr0p1_decay1p0_wd0p0_best.npz
101,hd512_tanh_lr0p05_decay1p0_wd0p001,512,tanh,0.05,1.0,0.001,50,0.905,model/weights/hd512_tanh_lr0p05_decay1p0_wd0p001_best.npz
102,hd512_tanh_lr0p1_decay0p95_wd0p001,512,tanh,0.1,0.95,0.001,50,0.905,model/weights/hd512_tanh_lr0p1_decay0p95_wd0p001_best.npz
103,hd768_tanh_lr0p2_decay0p95_wd0p001,768,tanh,0.2,0.95,0.001,50,0.905,model/weights/hd768_tanh_lr0p2_decay0p95_wd0p001_best.npz
104,hd256_relu_lr0p05_decay0p98_wd0p001,256,relu,0.05,0.98,0.001,50,0.9048333333333334,model/weights/hd256_relu_lr0p05_decay0p98_wd0p001_best.npz
105,hd512_relu_lr0p05_decay0p95_wd0p0,512,relu,0.05,0.95,0.0,50,0.9048333333333334,model/weights/hd512_relu_lr0p05_decay0p95_wd0p0_best.npz
106,hd512_relu_lr0p1_decay0p9_wd0p0,512,relu,0.1,0.9,0.0,50,0.9048333333333334,model/weights/hd512_relu_lr0p1_decay0p9_wd0p0_best.npz
107,hd512_tanh_lr0p05_decay0p98_wd0p0001,512,tanh,0.05,0.98,0.0001,50,0.9048333333333334,model/weights/hd512_tanh_lr0p05_decay0p98_wd0p0001_best.npz
108,hd512_tanh_lr0p2_decay0p9_wd0p001,512,tanh,0.2,0.9,0.001,50,0.9048333333333334,model/weights/hd512_tanh_lr0p2_decay0p9_wd0p001_best.npz
109,hd256_tanh_lr0p1_decay1p0_wd0p001,256,tanh,0.1,1.0,0.001,50,0.9046666666666666,model/weights/hd256_tanh_lr0p1_decay1p0_wd0p001_best.npz
110,hd512_relu_lr0p05_decay1p0_wd0p0,512,relu,0.05,1.0,0.0,50,0.9046666666666666,model/weights/hd512_relu_lr0p05_decay1p0_wd0p0_best.npz
111,hd512_relu_lr0p1_decay0p9_wd1e-05,512,relu,0.1,0.9,1e-05,50,0.9046666666666666,model/weights/hd512_relu_lr0p1_decay0p9_wd1e-05_best.npz
112,hd768_relu_lr0p05_decay0p95_wd1e-05,768,relu,0.05,0.95,1e-05,50,0.9046666666666666,model/weights/hd768_relu_lr0p05_decay0p95_wd1e-05_best.npz
113,hd768_relu_lr0p05_decay0p98_wd1e-05,768,relu,0.05,0.98,1e-05,50,0.9046666666666666,model/weights/hd768_relu_lr0p05_decay0p98_wd1e-05_best.npz
114,hd768_relu_lr0p2_decay0p9_wd0p0,768,relu,0.2,0.9,0.0,50,0.9046666666666666,model/weights/hd768_relu_lr0p2_decay0p9_wd0p0_best.npz
115,hd256_relu_lr0p1_decay0p95_wd1e-05,256,relu,0.1,0.95,1e-05,50,0.9045,model/weights/hd256_relu_lr0p1_decay0p95_wd1e-05_best.npz
116,hd256_tanh_lr0p1_decay1p0_wd0p0001,256,tanh,0.1,1.0,0.0001,50,0.9045,model/weights/hd256_tanh_lr0p1_decay1p0_wd0p0001_best.npz
117,hd512_relu_lr0p05_decay0p95_wd1e-05,512,relu,0.05,0.95,1e-05,50,0.9045,model/weights/hd512_relu_lr0p05_decay0p95_wd1e-05_best.npz
118,hd768_relu_lr0p05_decay0p95_wd0p001,768,relu,0.05,0.95,0.001,50,0.9045,model/weights/hd768_relu_lr0p05_decay0p95_wd0p001_best.npz
119,hd768_relu_lr0p05_decay1p0_wd0p0001,768,relu,0.05,1.0,0.0001,50,0.9045,model/weights/hd768_relu_lr0p05_decay1p0_wd0p0001_best.npz
120,hd768_tanh_lr0p1_decay0p98_wd0p0,768,tanh,0.1,0.98,0.0,50,0.9045,model/weights/hd768_tanh_lr0p1_decay0p98_wd0p0_best.npz
121,hd768_tanh_lr0p1_decay0p98_wd1e-05,768,tanh,0.1,0.98,1e-05,50,0.9045,model/weights/hd768_tanh_lr0p1_decay0p98_wd1e-05_best.npz
122,hd128_relu_lr0p1_decay0p98_wd0p001,128,relu,0.1,0.98,0.001,50,0.9043333333333333,model/weights/hd128_relu_lr0p1_decay0p98_wd0p001_best.npz
123,hd256_relu_lr0p1_decay0p98_wd0p0001,256,relu,0.1,0.98,0.0001,50,0.9043333333333333,model/weights/hd256_relu_lr0p1_decay0p98_wd0p0001_best.npz
124,hd768_tanh_lr0p1_decay0p95_wd0p0001,768,tanh,0.1,0.95,0.0001,50,0.9043333333333333,model/weights/hd768_tanh_lr0p1_decay0p95_wd0p0001_best.npz
125,hd768_tanh_lr0p1_decay0p98_wd0p0001,768,tanh,0.1,0.98,0.0001,50,0.9043333333333333,model/weights/hd768_tanh_lr0p1_decay0p98_wd0p0001_best.npz
126,hd256_relu_lr0p1_decay0p98_wd0p0,256,relu,0.1,0.98,0.0,50,0.9041666666666667,model/weights/hd256_relu_lr0p1_decay0p98_wd0p0_best.npz
127,hd512_relu_lr0p05_decay0p95_wd0p0001,512,relu,0.05,0.95,0.0001,50,0.9041666666666667,model/weights/hd512_relu_lr0p05_decay0p95_wd0p0001_best.npz
128,hd768_relu_lr0p05_decay0p98_wd0p0,768,relu,0.05,0.98,0.0,50,0.9041666666666667,model/weights/hd768_relu_lr0p05_decay0p98_wd0p0_best.npz
129,hd768_tanh_lr0p2_decay0p95_wd1e-05,768,tanh,0.2,0.95,1e-05,50,0.9041666666666667,model/weights/hd768_tanh_lr0p2_decay0p95_wd1e-05_best.npz
130,hd256_relu_lr0p1_decay0p95_wd0p0,256,relu,0.1,0.95,0.0,50,0.904,model/weights/hd256_relu_lr0p1_decay0p95_wd0p0_best.npz
131,hd256_tanh_lr0p05_decay1p0_wd1e-05,256,tanh,0.05,1.0,1e-05,50,0.904,model/weights/hd256_tanh_lr0p05_decay1p0_wd1e-05_best.npz
132,hd256_tanh_lr0p2_decay0p9_wd0p0,256,tanh,0.2,0.9,0.0,50,0.904,model/weights/hd256_tanh_lr0p2_decay0p9_wd0p0_best.npz
133,hd256_tanh_lr0p2_decay0p9_wd1e-05,256,tanh,0.2,0.9,1e-05,50,0.904,model/weights/hd256_tanh_lr0p2_decay0p9_wd1e-05_best.npz
134,hd768_relu_lr0p2_decay1p0_wd0p001,768,relu,0.2,1.0,0.001,50,0.904,model/weights/hd768_relu_lr0p2_decay1p0_wd0p001_best.npz
135,hd768_tanh_lr0p05_decay0p98_wd0p0001,768,tanh,0.05,0.98,0.0001,50,0.904,model/weights/hd768_tanh_lr0p05_decay0p98_wd0p0001_best.npz
136,hd768_tanh_lr0p05_decay0p98_wd0p0,768,tanh,0.05,0.98,0.0,50,0.904,model/weights/hd768_tanh_lr0p05_decay0p98_wd0p0_best.npz
137,hd768_tanh_lr0p1_decay0p95_wd0p0,768,tanh,0.1,0.95,0.0,50,0.904,model/weights/hd768_tanh_lr0p1_decay0p95_wd0p0_best.npz
138,hd768_tanh_lr0p1_decay0p95_wd1e-05,768,tanh,0.1,0.95,1e-05,50,0.904,model/weights/hd768_tanh_lr0p1_decay0p95_wd1e-05_best.npz
139,hd768_tanh_lr0p1_decay1p0_wd0p0001,768,tanh,0.1,1.0,0.0001,50,0.904,model/weights/hd768_tanh_lr0p1_decay1p0_wd0p0001_best.npz
140,hd768_tanh_lr0p1_decay1p0_wd1e-05,768,tanh,0.1,1.0,1e-05,50,0.904,model/weights/hd768_tanh_lr0p1_decay1p0_wd1e-05_best.npz
141,hd768_tanh_lr0p2_decay0p95_wd0p0,768,tanh,0.2,0.95,0.0,50,0.904,model/weights/hd768_tanh_lr0p2_decay0p95_wd0p0_best.npz
142,hd768_tanh_lr0p2_decay0p98_wd0p001,768,tanh,0.2,0.98,0.001,50,0.904,model/weights/hd768_tanh_lr0p2_decay0p98_wd0p001_best.npz
143,hd256_tanh_lr0p05_decay0p98_wd0p001,256,tanh,0.05,0.98,0.001,50,0.9038333333333334,model/weights/hd256_tanh_lr0p05_decay0p98_wd0p001_best.npz
144,hd256_tanh_lr0p05_decay1p0_wd0p0,256,tanh,0.05,1.0,0.0,50,0.9038333333333334,model/weights/hd256_tanh_lr0p05_decay1p0_wd0p0_best.npz
145,hd512_relu_lr0p05_decay1p0_wd1e-05,512,relu,0.05,1.0,1e-05,50,0.9038333333333334,model/weights/hd512_relu_lr0p05_decay1p0_wd1e-05_best.npz
146,hd512_sigmoid_lr0p2_decay1p0_wd0p0001,512,sigmoid,0.2,1.0,0.0001,50,0.9038333333333334,model/weights/hd512_sigmoid_lr0p2_decay1p0_wd0p0001_best.npz
147,hd512_tanh_lr0p2_decay0p9_wd0p0001,512,tanh,0.2,0.9,0.0001,50,0.9038333333333334,model/weights/hd512_tanh_lr0p2_decay0p9_wd0p0001_best.npz
148,hd768_tanh_lr0p05_decay0p98_wd1e-05,768,tanh,0.05,0.98,1e-05,50,0.9038333333333334,model/weights/hd768_tanh_lr0p05_decay0p98_wd1e-05_best.npz
149,hd768_tanh_lr0p1_decay1p0_wd0p0,768,tanh,0.1,1.0,0.0,50,0.9038333333333334,model/weights/hd768_tanh_lr0p1_decay1p0_wd0p0_best.npz
150,hd256_relu_lr0p2_decay0p98_wd0p0001,256,relu,0.2,0.98,0.0001,50,0.9036666666666666,model/weights/hd256_relu_lr0p2_decay0p98_wd0p0001_best.npz
151,hd256_tanh_lr0p1_decay0p98_wd0p0001,256,tanh,0.1,0.98,0.0001,50,0.9036666666666666,model/weights/hd256_tanh_lr0p1_decay0p98_wd0p0001_best.npz
152,hd768_relu_lr0p05_decay0p95_wd0p0001,768,relu,0.05,0.95,0.0001,50,0.9036666666666666,model/weights/hd768_relu_lr0p05_decay0p95_wd0p0001_best.npz
153,hd768_tanh_lr0p05_decay1p0_wd1e-05,768,tanh,0.05,1.0,1e-05,50,0.9036666666666666,model/weights/hd768_tanh_lr0p05_decay1p0_wd1e-05_best.npz
